,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList
27330,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa randi,Ashy-breasted Flycatcher
27331,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa segregata,Sumba Brown Flycatcher
27332,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa muttui,Brown-breasted Flycatcher
27333,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sodhii,Sulawesi Streaked Flycatcher
27334,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa williamsoni,Brown-streaked Flycatcher
27335,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa williamsoni williamsoni,
27336,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa williamsoni umbrosa,
27337,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta,African Dusky Flycatcher
27338,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta poensis,
27339,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta pumila,
27340,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta minima,
27341,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta subadusta,
27342,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta marsabit,
27343,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta murina,
27344,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta fuelleborni,
27345,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta mesica,
27346,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta fuscula,
27347,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa adusta adusta,
27348,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa epulata,Little Grey Flycatcher
27349,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sethsmithi,Yellow-footed Flycatcher
27350,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata,Spotted Flycatcher
27351,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata striata,
27352,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata inexpectata,
27353,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata neumanni,
27354,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata sarudnyi,
27355,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata mongola,
27356,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata balearica,
27357,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa striata tyrrhenica,
27358,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa gambagae,Gambaga Flycatcher
27359,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa cassini,Cassin's Flycatcher
27360,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa aquatica,Swamp Flycatcher
27361,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa aquatica aquatica,
27362,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa aquatica infulata,
27363,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa aquatica lualabae,
27364,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa aquatica grimwoodi,
27365,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Leucoptilon,
27366,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Leucoptilon concretum,White-tailed Flycatcher
27367,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Leucoptilon concretum cyaneum,
27368,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Leucoptilon concretum concretum,
27369,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Leucoptilon concretum everetti,
27370,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sholicola,
27371,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sholicola major,Nilgiri Blue Robin
27372,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sholicola albiventris,White-bellied Blue Robin
27373,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sholicola albiventris albiventris,
27374,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sholicola albiventris ashambuensis,
27375,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava,
27376,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava grandis,Large Niltava
27377,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava grandis grandis,
27378,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava grandis griseiventris,
27379,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava grandis decorata,
27380,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava grandis decipiens,
27381,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava macgrigoriae,Small Niltava
27382,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava macgrigoriae macgrigoriae,
27383,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava macgrigoriae signata,
27384,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava davidi,Fujian Niltava
27385,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava sundara,Rufous-bellied Niltava
27386,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava sundara whistleri,
27387,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava sundara sundara,
27388,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava sundara denotata,
27389,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava sumatrana,Rufous-vented Niltava
27390,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava oatesi,Chinese Vivid Niltava
27391,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Niltava vivida,Taiwan Vivid Niltava
27392,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyanoptila,
27393,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyanoptila cumatilis,Zappey's Flycatcher
27394,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyanoptila cyanomelana,Blue-and-white Flycatcher
27395,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyanoptila cyanomelana intermedia,
27396,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyanoptila cyanomelana cyanomelana,
27397,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias,
27398,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias sanfordi,Matinan Blue Flycatcher
27399,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias hoevelli,Blue-fronted Blue Flycatcher
27400,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias hyacinthinus,Timor Blue Flycatcher
27401,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias hyacinthinus hyacinthinus,
27402,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias hyacinthinus kuehni,
27403,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias oscillans,Flores Jungle Flycatcher
27404,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias stresemanni,Sumba Jungle Flycatcher
27405,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias sordidus,Dull-blue Flycatcher
27406,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias albicaudatus,Nilgiri Flycatcher
27407,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias indigo,Indigo Flycatcher
27408,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias indigo ruficrissa,
27409,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias indigo indigo,
27410,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias indigo cerviniventris,
27411,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias thalassinus,Verditer Flycatcher
27412,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias thalassinus thalassinus,
27413,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias thalassinus thalassoides,
27414,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias additus,Buru Jungle Flycatcher
27415,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis,Turquoise Flycatcher
27416,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis nigrimentalis,
27417,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis panayensis,
27418,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis nigriloris,
27419,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis septentrionalis,
27420,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis meridionalis,
27421,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis obiensis,
27422,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Eumyias panayensis harterti,
27423,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes,
27424,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes solitaris,Rufous-browed Flycatcher
27425,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes solitaris submoniliger,
27426,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes solitaris malayana,
27427,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes solitaris solitaris,
27428,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes monileger,White-gorgeted Flycatcher
27429,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes monileger monileger,
27430,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes monileger leucops,
27431,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Anthipes monileger gularis,
27432,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis,
27433,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis ruckii,Rück's Blue Flycatcher
27434,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis herioti,Blue-breasted Blue Flycatcher
27435,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis camarinensis,Rufous-breasted Blue Flycatcher
27436,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis hainanus,Hainan Blue Flycatcher
27437,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis hainanus hainanus,
27438,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis hainanus dialilaemus,
27439,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis hainanus klossi,
27440,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis pallidipes,White-bellied Blue Flycatcher
27441,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis poliogenys,Pale-chinned Flycatcher
27442,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis poliogenys poliogenys,
27443,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis poliogenys cachariensis,
27444,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis poliogenys laurentei,
27445,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis poliogenys vernayi,
27446,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis unicolor,Pale Blue Flycatcher
27447,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis unicolor unicolor,
27448,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis unicolor diaoluoensis,
27449,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis unicolor cyanopolia,
27450,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis rubeculoides,Blue-throated Blue Flycatcher
27451,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis rubeculoides rubeculoides,
27452,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis rubeculoides rogersi,
27453,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis glaucicomans,Chinese Blue Flycatcher
27454,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis magnirostris,Large Blue Flycatcher
27455,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis whitei,Hill Blue Flycatcher
27456,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis whitei whitei,
27457,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis whitei lekhakuni,
27458,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis whitei deignani,
27459,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis whitei coerulifrons,
27460,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis banyumas,Javan Blue Flycatcher
27461,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis banyumas ligus,
27462,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis banyumas banyumas,
27463,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis banyumas mardii,
27464,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis montanus,Dayak Blue Flycatcher
27465,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis kadayangensis,Meratus Blue Flycatcher
27466,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis caerulatus,Sunda Blue Flycatcher
27467,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis caerulatus albiventer,
27468,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis caerulatus rufifrons,
27469,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis caerulatus caerulatus,
27470,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis turcosus,Malaysian Blue Flycatcher
27471,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis lemprieri,Palawan Blue Flycatcher
27472,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis superbus,Bornean Blue Flycatcher
27473,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis tickelliae,Tickell's Blue Flycatcher
27474,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis tickelliae tickelliae,
27475,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis tickelliae jerdoni,
27476,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cyornis sumatrensis,Indochinese Blue Flycatcher
